CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,Segment
13762,218.0,1,306.72,1,1,1,Inactive Customers
13763,62.0,1,1714.96,2,1,1,Low Value Customers
13764,336.0,3,1521.76,1,1,1,Inactive Customers
13767,1.0,37,17220.36,3,3,3,Best Customers
13769,1.0,10,2796.51,3,3,2,Best Customers
13771,63.0,4,2634.45,2,1,2,Low Value Customers
13772,33.0,3,1132.13,2,1,1,Low Value Customers
13774,,1,345.0,1,1,1,Inactive Customers
13777,0.0,33,25977.16,3,3,3,Best Customers
13778,,1,178.7,1,1,1,Inactive Customers
13780,6.0,2,360.01,3,1,1,Low Value Customers
13781,250.0,1,127.84,1,1,1,Inactive Customers
13782,68.0,6,912.0,2,2,1,Good Customers
13784,94.0,11,2462.79,1,3,2,Inactive Customers
13786,366.0,1,230.4,1,1,1,Inactive Customers
13787,363.0,2,309.04,1,1,1,Inactive Customers
13790,3.0,1,348.79999999999995,3,1,1,Low Value Customers
13791,127.0,2,1516.0,1,1,1,Inactive Customers
13792,65.0,2,195.55,2,1,1,Low Value Customers
13798,0.0,57,37153.85,3,3,3,Best Customers
13799,,2,688.86,1,1,1,Inactive Customers
13800,309.0,1,558.32,1,1,1,Inactive Customers
13801,66.0,1,324.8,2,1,1,Low Value Customers
13802,311.0,3,4599.42,1,1,2,Inactive Customers
13803,,1,277.07,1,1,1,Inactive Customers
13804,30.0,7,2635.79,3,2,2,Good Customers
13805,128.0,2,924.5999999999999,1,1,1,Inactive Customers
13806,63.0,1,256.38,2,1,1,Low Value Customers
13807,366.0,1,112.6,1,1,1,Inactive Customers
13808,5.0,5,1747.66,3,2,1,Good Customers
13809,304.0,1,155.05,1,1,1,Inactive Customers
13810,28.0,3,1499.01,3,1,1,Low Value Customers
13811,183.0,3,814.5,1,1,1,Inactive Customers
13812,63.0,3,539.0,2,1,1,Low Value Customers
13813,88.0,4,1366.8600000000001,2,1,1,Low Value Customers
13814,91.0,2,1579.12,1,1,1,Inactive Customers
13815,,4,4027.36,1,1,2,Inactive Customers
13816,63.0,2,571.6700000000001,2,1,1,Low Value Customers
13817,28.0,2,382.98,3,1,1,Low Value Customers
13819,301.0,3,1140.35,1,1,1,Inactive Customers
13821,,2,385.64,1,1,1,Inactive Customers
13822,5.0,2,632.0,3,1,1,Low Value Customers
13823,91.0,2,957.66,1,1,1,Inactive Customers
13824,32.0,5,1698.94,2,2,1,Good Customers
13826,,1,189.5,1,1,1,Inactive Customers
13827,,3,412.05,1,1,1,Inactive Customers
13828,,1,209.49,1,1,1,Inactive Customers
13831,218.0,6,2202.99,1,2,2,Inactive Customers
13832,,1,52.2,1,1,1,Inactive Customers
13833,158.0,1,384.8,1,1,1,Inactive Customers
13835,154.0,4,834.57,1,1,1,Inactive Customers
13837,211.0,2,271.24,1,1,1,Inactive Customers
13838,5.0,4,691.73,3,1,1,Low Value Customers
13841,252.0,1,85.0,1,1,1,Inactive Customers
13842,58.0,9,3385.62,2,2,2,Good Customers
13844,,1,361.62,1,1,1,Inactive Customers
13845,64.0,1,312.98,2,1,1,Low Value Customers
13846,241.0,3,865.0600000000001,1,1,1,Inactive Customers
13848,91.0,3,1255.0,1,1,1,Inactive Customers
13849,,2,1537.95,1,1,1,Inactive Customers
13850,128.0,1,1595.48,1,1,1,Inactive Customers
13851,95.0,3,2651.46,1,1,2,Inactive Customers
13853,,1,1090.1399999999999,1,1,1,Inactive Customers
13854,8.0,25,8109.5199999999995,3,3,3,Best Customers
13856,183.0,3,388.5,1,1,1,Inactive Customers
13858,,1,216.17000000000002,1,1,1,Inactive Customers
13859,,1,201.16,1,1,1,Inactive Customers
13860,0.0,5,1245.9,3,2,1,Good Customers
13862,153.0,8,2209.36,1,2,2,Inactive Customers
13863,247.0,1,305.78,1,1,1,Inactive Customers
13865,57.0,4,501.56,2,1,1,Low Value Customers
13866,,1,145.67,1,1,1,Inactive Customers
13867,30.0,3,1015.29,3,1,1,Low Value Customers
13868,6.0,2,3192.54,3,1,2,Low Value Customers
13869,122.0,4,3104.9500000000003,1,1,2,Inactive Customers
13870,1.0,8,2770.94,3,2,2,Good Customers
13871,91.0,13,6403.25,1,3,3,Inactive Customers
13873,119.0,3,389.6,1,1,1,Inactive Customers
13874,,1,540.45,1,1,1,Inactive Customers
13875,183.0,5,1786.79,1,2,1,Inactive Customers
13876,63.0,1,122.7,2,1,1,Low Value Customers
13877,,1,117.24,1,1,1,Inactive Customers
13878,,1,1281.53,1,1,1,Inactive Customers
13880,186.0,13,3219.77,1,3,2,Inactive Customers
13881,3.0,20,17159.52,3,3,3,Best Customers
13882,2.0,5,1191.13,3,2,1,Good Customers
13883,218.0,5,2674.48,1,2,2,Inactive Customers
13884,6.0,5,787.6,3,2,1,Good Customers
13885,188.0,2,506.8,1,1,1,Inactive Customers
13886,,1,243.56,1,1,1,Inactive Customers
13887,,1,349.55,1,1,1,Inactive Customers
13888,119.0,2,605.63,1,1,1,Inactive Customers
13889,92.0,1,416.90000000000003,1,1,1,Inactive Customers
13890,0.0,10,1883.81,3,3,1,Best Customers
13892,63.0,4,632.97,2,1,1,Low Value Customers
13893,,1,821.1,1,1,1,Inactive Customers
13894,309.0,3,564.62,1,1,1,Inactive Customers
13895,27.0,4,2593.07,3,1,2,Low Value Customers
13897,,1,311.16,1,1,1,Inactive Customers
13898,,1,155.93,1,1,1,Inactive Customers
13899,274.0,2,388.52,1,1,1,Inactive Customers
13900,182.0,3,740.95,1,1,1,Inactive Customers
13901,158.0,5,2867.2000000000003,1,2,2,Inactive Customers
13904,36.0,2,332.64,2,1,1,Low Value Customers
13908,126.0,4,2369.55,1,1,2,Inactive Customers
13911,214.0,9,2580.91,1,2,2,Inactive Customers
13914,35.0,2,626.45,2,1,1,Low Value Customers
13917,191.0,2,272.04,1,1,1,Inactive Customers
13918,,2,1212.8400000000001,1,1,1,Inactive Customers
13919,58.0,2,384.81,2,1,1,Low Value Customers
13922,,1,172.25,1,1,1,Inactive Customers
13923,,1,351.13,1,1,1,Inactive Customers
13924,1.0,6,1838.8500000000001,3,2,1,Good Customers
13925,92.0,4,678.25,1,1,1,Inactive Customers
13926,,1,223.85000000000002,1,1,1,Inactive Customers
13927,,1,348.99,1,1,1,Inactive Customers
13928,30.0,4,464.57,3,1,1,Low Value Customers
13929,,2,842.65,1,1,1,Inactive Customers
13930,,2,337.34,1,1,1,Inactive Customers
13931,95.0,2,1237.53,1,1,1,Inactive Customers
13932,,1,307.4,1,1,1,Inactive Customers
13933,,2,608.79,1,1,1,Inactive Customers
13934,,1,922.1,1,1,1,Inactive Customers
13936,,1,376.58,1,1,1,Inactive Customers
13937,,1,158.85,1,1,1,Inactive Customers
13938,34.0,1,71.66,2,1,1,Low Value Customers
13939,311.0,3,568.55,1,1,1,Inactive Customers
13940,63.0,4,839.14,2,1,1,Low Value Customers
13941,89.0,5,5112.96,2,2,3,Good Customers
13946,,3,561.57,1,1,1,Inactive Customers
13947,64.0,1,90.60000000000001,2,1,1,Low Value Customers
13948,,1,102.0,1,1,1,Inactive Customers
13949,2.0,6,2427.32,3,2,2,Good Customers
13950,246.0,4,745.0600000000001,1,1,1,Inactive Customers
13951,,3,674.45,1,1,1,Inactive Customers
13952,217.0,2,3251.071,1,1,2,Inactive Customers
13953,6.0,7,3515.68,3,2,2,Good Customers
13954,1.0,2,439.92,3,1,1,Low Value Customers
13955,153.0,2,322.96,1,1,1,Inactive Customers
13956,4.0,5,1026.42,3,2,1,Good Customers
13959,280.0,3,598.2,1,1,1,Inactive Customers
13960,,2,230.22,1,1,1,Inactive Customers
13962,245.0,2,169.54999999999998,1,1,1,Inactive Customers
13963,307.0,4,664.54,1,1,1,Inactive Customers
13967,,1,80.7,1,1,1,Inactive Customers
13969,6.0,18,9053.94,3,3,3,Best Customers
13971,59.0,8,2758.26,2,2,2,Good Customers
13972,,2,190.25,1,1,1,Inactive Customers
13973,,1,264.7,1,1,1,Inactive Customers
13974,,1,413.59000000000003,1,1,1,Inactive Customers
13975,30.0,6,2526.28,3,2,2,Good Customers
13976,,1,357.98,1,1,1,Inactive Customers
13978,,2,196.79,1,1,1,Inactive Customers
13979,,1,869.87,1,1,1,Inactive Customers
13980,59.0,1,200.14,2,1,1,Low Value Customers
13982,364.0,4,1871.81,1,1,1,Inactive Customers
13983,29.0,12,2603.43,3,3,2,Best Customers
13984,125.0,5,920.51,1,2,1,Inactive Customers
13985,3.0,15,7060.13,3,3,3,Best Customers
13986,,1,320.46,1,1,1,Inactive Customers
13988,,6,4147.96,1,2,2,Inactive Customers
13989,65.0,2,1266.08,2,1,1,Low Value Customers
13990,212.0,1,311.3,1,1,1,Inactive Customers
13991,,6,855.97,1,2,1,Inactive Customers
13992,29.0,1,76.8,3,1,1,Low Value Customers
13993,63.0,9,3466.36,2,2,2,Good Customers
13994,3.0,6,2313.14,3,2,2,Good Customers
13995,245.0,5,1393.69,1,2,1,Inactive Customers
13999,28.0,12,3901.81,3,3,2,Best Customers
14000,210.0,1,635.66,1,1,1,Inactive Customers
14001,372.0,3,2043.0800000000002,1,1,2,Inactive Customers
14002,155.0,2,529.73,1,1,1,Inactive Customers
14004,97.0,7,4582.64,1,2,2,Inactive Customers
14005,215.0,5,2874.72,1,2,2,Inactive Customers
14006,240.0,3,962.19,1,1,1,Inactive Customers
14009,,2,695.61,1,1,1,Inactive Customers
14012,277.0,1,328.8,1,1,1,Inactive Customers
14013,275.0,3,473.02,1,1,1,Inactive Customers
14014,,1,505.18,1,1,1,Inactive Customers
14015,,1,917.34,1,1,1,Inactive Customers
14016,161.0,4,4341.21,1,1,2,Inactive Customers
14019,97.0,3,1421.6100000000001,1,1,1,Inactive Customers
14020,87.0,2,642.8,2,1,1,Low Value Customers
14021,154.0,3,631.9,1,1,1,Inactive Customers
14022,,1,440.0,1,1,1,Inactive Customers
14023,6.0,2,584.07,3,1,1,Low Value Customers
14024,121.0,2,327.7,1,1,1,Inactive Customers
14027,60.0,1,104.82,2,1,1,Low Value Customers
14029,62.0,2,467.66,2,1,1,Low Value Customers
14030,88.0,8,2360.09,2,2,2,Good Customers
14031,6.0,19,17286.86,3,3,3,Best Customers
14032,1.0,11,2975.59,3,3,2,Best Customers
14034,156.0,3,651.8199999999999,1,1,1,Inactive Customers
14035,28.0,5,1428.02,3,2,1,Good Customers
14036,,1,626.65,1,1,1,Inactive Customers
14037,364.0,2,147.20000000000002,1,1,1,Inactive Customers
14038,,3,1560.38,1,1,1,Inactive Customers
14039,32.0,1,152.2,2,1,1,Low Value Customers
14040,60.0,12,3614.92,2,3,2,Good Customers
14041,,1,141.41,1,1,1,Inactive Customers
14044,309.0,4,652.82,1,1,1,Inactive Customers
14045,337.0,4,1659.75,1,1,1,Inactive Customers
14046,,1,154.99,1,1,1,Inactive Customers
14047,8.0,5,1308.6100000000001,3,2,1,Good Customers
14048,304.0,1,409.93,1,1,1,Inactive Customers
14049,158.0,4,5681.72,1,1,3,Inactive Customers
14050,31.0,2,746.36,2,1,1,Low Value Customers
14051,0.0,23,15610.390000000001,3,3,3,Best Customers
14052,,1,225.35999999999999,1,1,1,Inactive Customers
14053,123.0,2,260.25,1,1,1,Inactive Customers
14054,64.0,1,92.46000000000001,2,1,1,Low Value Customers
14055,,1,725.6400000000001,1,1,1,Inactive Customers
14056,0.0,23,8214.65,3,3,3,Best Customers
14057,66.0,17,6217.96,2,3,3,Good Customers
14059,,1,183.6,1,1,1,Inactive Customers
14060,4.0,19,6140.42,3,3,3,Best Customers
14062,91.0,12,10464.85,1,3,3,Inactive Customers
14064,28.0,5,1353.74,3,2,1,Good Customers
14066,,1,152.55,1,1,1,Inactive Customers
14067,63.0,2,374.7,2,1,1,Low Value Customers
14068,,1,265.85,1,1,1,Inactive Customers
14071,3.0,8,1438.82,3,2,1,Good Customers
14073,31.0,1,151.04,2,1,1,Low Value Customers
14075,4.0,3,942.26,3,1,1,Low Value Customers
14076,128.0,1,122.47,1,1,1,Inactive Customers
14077,181.0,5,499.42,1,2,1,Inactive Customers
14078,184.0,6,1049.37,1,2,1,Inactive Customers
14079,124.0,1,375.1,1,1,1,Inactive Customers
14080,32.0,1,45.599999999999994,2,1,1,Low Value Customers
14081,301.0,2,934.52,1,1,1,Inactive Customers
14082,364.0,1,182.25,1,1,1,Inactive Customers
14083,3.0,9,1018.43,3,2,1,Good Customers
14085,1.0,18,4448.54,3,3,2,Best Customers
14087,2.0,1,194.42,3,1,1,Low Value Customers
14088,36.0,13,50491.81,2,3,3,Good Customers
14089,,1,161.0,1,1,1,Inactive Customers
14090,,1,76.32000000000001,1,1,1,Inactive Customers
14092,7.0,14,4076.9100000000003,3,3,2,Best Customers
14093,,1,442.85,1,1,1,Inactive Customers
14096,3.0,17,65164.79,3,3,3,Best Customers
14098,36.0,1,147.35,2,1,1,Low Value Customers
14099,64.0,11,3104.17,2,3,2,Good Customers
14100,,1,194.9,1,1,1,Inactive Customers
14101,,6,5976.79,1,2,3,Inactive Customers
14102,4.0,5,1360.28,3,2,1,Good Customers
14104,154.0,2,216.21,1,1,1,Inactive Customers
14105,,1,1266.23,1,1,1,Inactive Customers
14107,95.0,7,2703.23,1,2,2,Inactive Customers
14108,30.0,2,597.91,3,1,1,Low Value Customers
14109,,1,144.2,1,1,1,Inactive Customers
14110,3.0,12,5683.15,3,3,3,Best Customers
14111,95.0,4,692.85,1,1,1,Inactive Customers
14112,130.0,7,2915.15,1,2,2,Inactive Customers
14113,3.0,4,1840.42,3,1,1,Low Value Customers
14114,273.0,2,386.53,1,1,1,Inactive Customers
14116,30.0,5,1382.74,3,2,1,Good Customers
14117,,1,90.0,1,1,1,Inactive Customers
14121,3.0,4,2780.15,3,1,2,Low Value Customers
14124,,1,419.58,1,1,1,Inactive Customers
14125,28.0,3,2740.43,3,1,2,Low Value Customers
14126,7.0,3,706.1300000000001,3,1,1,Low Value Customers
14127,122.0,3,709.71,1,1,1,Inactive Customers
14128,60.0,2,637.5,2,1,1,Low Value Customers
14129,1.0,5,1123.8600000000001,3,2,1,Good Customers
14130,,1,483.86,1,1,1,Inactive Customers
14132,1.0,11,3586.03,3,3,2,Best Customers
14133,129.0,3,605.64,1,1,1,Inactive Customers
14135,1.0,15,4690.31,3,3,2,Best Customers
14138,1.0,2,982.38,3,1,1,Low Value Customers
14139,,1,415.82,1,1,1,Inactive Customers
14140,3.0,2,935.05,3,1,1,Low Value Customers
14141,2.0,4,915.13,3,1,1,Low Value Customers
14142,372.0,1,311.81,1,1,1,Inactive Customers
14143,,1,115.8,1,1,1,Inactive Customers
14145,156.0,4,3742.2,1,1,2,Inactive Customers
14146,8.0,5,4191.0,3,2,2,Good Customers
14147,,2,483.4,1,1,1,Inactive Customers
14148,,1,157.2,1,1,1,Inactive Customers
14149,220.0,1,446.62,1,1,1,Inactive Customers
14150,35.0,2,658.64,2,1,1,Low Value Customers
14152,,2,621.29,1,1,1,Inactive Customers
14154,,2,1345.62,1,1,1,Inactive Customers
14155,,1,118.75,1,1,1,Inactive Customers
14156,28.0,55,117379.63,3,3,3,Best Customers
14157,,2,432.88,1,1,1,Inactive Customers
14158,,1,507.65999999999997,1,1,1,Inactive Customers
14159,95.0,11,4693.01,1,3,2,Inactive Customers
14161,215.0,3,1110.52,1,1,1,Inactive Customers
14162,,2,289.36,1,1,1,Inactive Customers
14163,151.0,4,2445.91,1,1,2,Inactive Customers
14164,,2,1631.77,1,1,1,Inactive Customers
14165,275.0,1,122.53999999999999,1,1,1,Inactive Customers
14167,330.0,4,574.84,1,1,1,Inactive Customers
14171,97.0,1,363.79,1,1,1,Inactive Customers
14173,218.0,4,450.84,1,1,1,Inactive Customers
14174,32.0,1,134.46,2,1,1,Low Value Customers
14175,59.0,3,3222.3,2,1,2,Low Value Customers
14176,367.0,4,576.9000000000001,1,1,1,Inactive Customers
14177,95.0,4,559.41,1,1,1,Inactive Customers
14178,8.0,7,1620.93,3,2,1,Good Customers
14179,,2,719.78,1,1,1,Inactive Customers
14180,28.0,25,4748.52,3,3,2,Best Customers
14184,66.0,1,452.89,2,1,1,Low Value Customers
14185,330.0,1,197.65,1,1,1,Inactive Customers
14188,30.0,6,2054.36,3,2,2,Good Customers
14189,1.0,15,4654.08,3,3,2,Best Customers
14191,1.0,13,4684.76,3,3,2,Best Customers
14193,67.0,2,853.39,2,1,1,Low Value Customers
14194,4.0,21,11349.52,3,3,3,Best Customers
14195,251.0,2,1012.0,1,1,1,Inactive Customers
14196,,1,335.52,1,1,1,Inactive Customers
14198,,4,701.4,1,1,1,Inactive Customers
14199,217.0,1,185.39999999999998,1,1,1,Inactive Customers
14201,59.0,7,747.44,2,2,1,Good Customers
14204,1.0,1,161.03,3,1,1,Low Value Customers
14205,,2,466.7,1,1,1,Inactive Customers
14206,,1,328.15999999999997,1,1,1,Inactive Customers
14208,94.0,1,151.74,1,1,1,Inactive Customers
14209,120.0,6,2073.43,1,2,2,Inactive Customers
14210,338.0,6,1905.8400000000001,1,2,1,Inactive Customers
14211,96.0,9,2241.1,1,2,2,Inactive Customers
14212,89.0,1,1070.48,2,1,1,Low Value Customers
14214,30.0,5,1004.38,3,2,1,Good Customers
14215,186.0,6,1789.72,1,2,1,Inactive Customers
14216,2.0,4,1839.3,3,1,1,Low Value Customers
14217,1.0,17,2004.98,3,3,2,Best Customers
14218,,1,169.48000000000002,1,1,1,Inactive Customers
14219,3.0,1,89.94,3,1,1,Low Value Customers
14220,246.0,2,632.4000000000001,1,1,1,Inactive Customers
14221,189.0,9,3432.8,1,2,2,Inactive Customers
14222,,1,683.17,1,1,1,Inactive Customers
14223,91.0,3,991.13,1,1,1,Inactive Customers
14224,214.0,4,1050.1200000000001,1,1,1,Inactive Customers
14226,28.0,5,2232.19,3,2,2,Good Customers
14227,244.0,10,3350.96,1,3,2,Inactive Customers
14229,333.0,3,1547.2,1,1,1,Inactive Customers
14231,183.0,3,925.71,1,1,1,Inactive Customers
14232,186.0,5,2048.07,1,2,2,Inactive Customers
14233,211.0,4,1462.72,1,1,1,Inactive Customers
14234,29.0,4,775.46,3,1,1,Low Value Customers
14235,157.0,5,3144.86,1,2,2,Inactive Customers
14236,371.0,2,490.86,1,1,1,Inactive Customers
14237,372.0,1,161.0,1,1,1,Inactive Customers
14238,,1,146.85,1,1,1,Inactive Customers
14239,94.0,11,2380.85,1,3,2,Inactive Customers
14240,29.0,2,890.34,3,1,1,Low Value Customers
14241,183.0,1,213.70000000000002,1,1,1,Inactive Customers
14242,,2,280.55,1,1,1,Inactive Customers
14243,8.0,10,2588.77,3,3,2,Best Customers
14245,219.0,2,1693.45,1,1,1,Inactive Customers
14246,245.0,3,1474.06,1,1,1,Inactive Customers
14247,277.0,1,136.77,1,1,1,Inactive Customers
14248,,1,302.58,1,1,1,Inactive Customers
14250,6.0,3,1904.05,3,1,1,Low Value Customers
14251,1.0,5,2879.7000000000003,3,2,2,Good Customers
14256,364.0,2,969.0600000000001,1,1,1,Inactive Customers
14257,63.0,5,3099.7200000000003,2,2,2,Good Customers
14258,89.0,9,12669.98,2,2,3,Good Customers
14259,,1,120.0,1,1,1,Inactive Customers
14261,,2,1163.45,1,1,1,Inactive Customers
14262,7.0,8,2618.23,3,2,2,Good Customers
14264,154.0,2,333.97,1,1,1,Inactive Customers
14265,,2,530.18,1,1,1,Inactive Customers
14267,,3,1516.24,1,1,1,Inactive Customers
14270,331.0,1,492.65000000000003,1,1,1,Inactive Customers
14271,,1,112.32000000000001,1,1,1,Inactive Customers
14272,,2,437.96,1,1,1,Inactive Customers
14273,217.0,4,559.97,1,1,1,Inactive Customers
14276,98.0,3,1119.74,1,1,1,Inactive Customers
14277,211.0,3,4216.2,1,1,2,Inactive Customers
14280,,1,134.04,1,1,1,Inactive Customers
14282,2.0,15,3729.34,3,3,2,Best Customers
14284,30.0,2,595.25,3,1,1,Low Value Customers
14285,37.0,4,1910.01,2,1,1,Low Value Customers
14286,242.0,3,4628.75,1,1,2,Inactive Customers
14287,7.0,3,176.63,3,1,1,Low Value Customers
14288,212.0,1,426.6,1,1,1,Inactive Customers
14289,8.0,6,911.26,3,2,1,Good Customers
14290,67.0,5,2314.65,2,2,2,Good Customers
14291,1.0,11,3883.25,3,3,2,Best Customers
14292,7.0,9,4871.93,3,2,2,Good Customers
14293,2.0,4,1046.56,3,1,1,Low Value Customers
14295,,1,166.20000000000002,1,1,1,Inactive Customers
14297,60.0,4,1305.33,2,1,1,Low Value Customers
14298,7.0,44,51527.3,3,3,3,Best Customers
14299,7.0,9,3965.62,3,2,2,Good Customers
14300,,1,43.2,1,1,1,Inactive Customers
14301,,1,640.14,1,1,1,Inactive Customers
14304,222.0,1,383.45,1,1,1,Inactive Customers
14305,,3,1858.96,1,1,1,Inactive Customers
14306,,2,2093.32,1,1,2,Inactive Customers
14307,88.0,6,2995.7200000000003,2,2,2,Good Customers
14309,7.0,9,2352.53,3,2,2,Good Customers
14311,242.0,1,310.26,1,1,1,Inactive Customers
14312,90.0,6,1611.5900000000001,2,2,1,Good Customers
14314,,1,120.0,1,1,1,Inactive Customers
14315,128.0,6,2481.13,1,2,2,Inactive Customers
14317,64.0,1,508.58,2,1,1,Low Value Customers
14320,332.0,2,477.79,1,1,1,Inactive Customers
14321,333.0,5,1530.75,1,2,1,Inactive Customers
14323,,2,605.0600000000001,1,1,1,Inactive Customers
14326,241.0,1,183.85,1,1,1,Inactive Customers
14327,,1,311.65000000000003,1,1,1,Inactive Customers
14329,273.0,7,5014.84,1,2,3,Inactive Customers
14331,123.0,2,462.66,1,1,1,Inactive Customers
14332,65.0,3,866.3100000000001,2,1,1,Low Value Customers
14333,67.0,1,415.2,2,1,1,Low Value Customers
14334,93.0,8,2552.21,1,2,2,Inactive Customers
14335,95.0,2,468.26,1,1,1,Inactive Customers
14336,218.0,4,1614.91,1,1,1,Inactive Customers
14338,160.0,2,588.22,1,1,1,Inactive Customers
14339,242.0,1,309.52000000000004,1,1,1,Inactive Customers
14340,218.0,1,134.7,1,1,1,Inactive Customers
14341,129.0,8,2182.28,1,2,2,Inactive Customers
14342,30.0,4,668.5600000000001,3,1,1,Low Value Customers
14344,126.0,8,889.9300000000001,1,2,1,Inactive Customers
14345,38.0,1,108.98,2,1,1,Low Value Customers
14346,120.0,2,1021.58,1,1,1,Inactive Customers
14348,,1,409.57,1,1,1,Inactive Customers
14349,,1,133.5,1,1,1,Inactive Customers
14350,273.0,1,282.93,1,1,1,Inactive Customers
14351,,1,51.0,1,1,1,Inactive Customers
14352,156.0,4,1078.96,1,1,1,Inactive Customers
14353,214.0,1,90.6,1,1,1,Inactive Customers
14354,5.0,2,163.62,3,1,1,Low Value Customers
14355,365.0,1,174.4,1,1,1,Inactive Customers
14356,,2,701.23,1,1,1,Inactive Customers
14357,,1,225.77,1,1,1,Inactive Customers
14359,,3,912.1800000000001,1,1,1,Inactive Customers
14360,31.0,4,2128.23,2,1,2,Low Value Customers
14362,,1,161.2,1,1,1,Inactive Customers
14364,187.0,8,3717.35,1,2,2,Inactive Customers
14367,7.0,16,9261.52,3,3,3,Best Customers
14368,,1,155.0,1,1,1,Inactive Customers
14371,,1,100.5,1,1,1,Inactive Customers
14373,,1,76.55,1,1,1,Inactive Customers
14375,184.0,1,257.68,1,1,1,Inactive Customers
14377,190.0,2,617.05,1,1,1,Inactive Customers
14379,,2,348.1,1,1,1,Inactive Customers
14381,,1,202.68,1,1,1,Inactive Customers
14382,,1,626.07,1,1,1,Inactive Customers
14383,37.0,3,1247.69,2,1,1,Low Value Customers
14385,,3,202.10999999999999,1,1,1,Inactive Customers
14386,,1,142.4,1,1,1,Inactive Customers
14387,32.0,3,1770.56,2,1,1,Low Value Customers
14388,35.0,8,3212.84,2,2,2,Good Customers
14389,64.0,2,1043.46,2,1,1,Low Value Customers
14390,37.0,9,4652.82,2,2,2,Good Customers
14393,217.0,1,67.95,1,1,1,Inactive Customers
14395,1.0,9,3507.71,3,2,2,Good Customers
14396,64.0,2,487.99,2,1,1,Low Value Customers
14397,2.0,19,2612.96,3,3,2,Best Customers
14400,,1,574.7,1,1,1,Inactive Customers
14401,3.0,13,4051.48,3,3,2,Best Customers
14403,129.0,4,1475.81,1,1,1,Inactive Customers
14404,33.0,6,1474.32,2,2,1,Good Customers
14406,118.0,1,156.75,1,1,1,Inactive Customers
14407,276.0,6,2157.73,1,2,2,Inactive Customers
14408,94.0,7,2606.53,1,2,2,Inactive Customers
14409,122.0,6,2059.4500000000003,1,2,2,Inactive Customers
14410,91.0,9,1105.07,1,2,1,Inactive Customers
14411,310.0,1,1063.0,1,1,1,Inactive Customers
14412,,2,770.03,1,1,1,Inactive Customers
14413,361.0,1,122.7,1,1,1,Inactive Customers
14414,91.0,7,1496.98,1,2,1,Inactive Customers
14415,0.0,13,5900.28,3,3,3,Best Customers
14416,,2,490.22,1,1,1,Inactive Customers
14418,3.0,3,1937.25,3,1,1,Low Value Customers
14419,38.0,6,1058.06,2,2,1,Good Customers
14420,98.0,1,387.52,1,1,1,Inactive Customers
14421,211.0,2,813.11,1,1,1,Inactive Customers
14422,0.0,6,4263.64,3,2,2,Good Customers
14423,217.0,1,265.2,1,1,1,Inactive Customers
14424,,1,322.08,1,1,1,Inactive Customers
14426,31.0,10,4481.67,2,3,2,Good Customers
14427,63.0,2,363.34000000000003,2,1,1,Low Value Customers
14428,6.0,5,1244.83,3,2,1,Good Customers
14431,302.0,1,470.36,1,1,1,Inactive Customers
14432,37.0,6,2255.51,2,2,2,Good Customers
14434,37.0,6,1372.8,2,2,1,Good Customers
14436,98.0,1,89.06,1,1,1,Inactive Customers
14437,365.0,1,63.0,1,1,1,Inactive Customers
14438,305.0,1,131.9,1,1,1,Inactive Customers
14439,,1,2661.24,1,1,2,Inactive Customers
14440,7.0,5,2357.68,3,2,2,Good Customers
14441,0.0,4,1712.89,3,1,1,Low Value Customers
14442,,2,1589.82,1,1,1,Inactive Customers
14443,309.0,4,1420.2,1,1,1,Inactive Customers
14446,0.0,4,1039.58,3,1,1,Low Value Customers
14447,280.0,5,1163.23,1,2,1,Inactive Customers
14448,363.0,2,375.35,1,1,1,Inactive Customers
14449,63.0,4,907.1,2,1,1,Low Value Customers
14450,180.0,3,483.25,1,1,1,Inactive Customers
14451,59.0,2,662.59,2,1,1,Low Value Customers
14452,93.0,2,264.44,1,1,1,Inactive Customers
14453,189.0,1,119.93,1,1,1,Inactive Customers
14456,4.0,9,3062.4,3,2,2,Good Customers
14457,310.0,1,113.64,1,1,1,Inactive Customers
14459,154.0,1,1837.92,1,1,1,Inactive Customers
14460,310.0,3,434.34,1,1,1,Inactive Customers
14461,,3,2103.06,1,1,2,Inactive Customers
14462,65.0,11,2004.02,2,3,2,Good Customers
14463,97.0,3,529.62,1,1,1,Inactive Customers
14465,246.0,3,1058.6200000000001,1,1,1,Inactive Customers
14466,28.0,7,2272.4,3,2,2,Good Customers
14467,,4,598.76,1,1,1,Inactive Customers
14470,,2,461.19,1,1,1,Inactive Customers
14472,152.0,8,1936.84,1,2,1,Inactive Customers
14473,281.0,2,234.34,1,1,1,Inactive Customers
14474,,1,547.66,1,1,1,Inactive Customers
14475,185.0,3,925.85,1,1,1,Inactive Customers
14476,,1,215.7,1,1,1,Inactive Customers
14477,183.0,4,1309.6,1,1,1,Inactive Customers
14479,364.0,2,316.25,1,1,1,Inactive Customers
14480,,1,279.05,1,1,1,Inactive Customers
14481,,2,636.51,1,1,1,Inactive Customers
14482,29.0,6,2068.15,3,2,2,Good Customers
14483,281.0,1,137.1,1,1,1,Inactive Customers
14484,,1,321.92,1,1,1,Inactive Customers
14485,38.0,1,165.75,2,1,1,Low Value Customers
14487,88.0,6,1196.33,2,2,1,Good Customers
14488,67.0,1,1064.28,2,1,1,Low Value Customers
